genetic,length,mass,exercise,smoking,alcohol,sugar,lifespan,bmi
73.3,184.0,76.9,1.7,20.8,0.6,8.9,66.6,22.7138468809074
87.2,172.0,60.8,0.7,2.2,0.4,5.5,86.5,20.551649540292
76.6,178.0,73.4,0.4,6.1,4.1,6.0,73.1,23.1662668854943
77.9,194.0,62.8,0.6,9.6,4.1,7.2,74.1,16.6861515570199
85.8,201.0,76.3,2.2,17.2,4.2,4.5,80.9,18.8856711467538
76.0,199.0,86.0,1.4,19.5,1.6,9.2,71.2,21.716623317593
79.8,177.0,80.1,3.0,11.9,1.0,7.3,77.9,25.5673656995116
95.9183516483517,181.0,64.4,3.0,0.1,1.8,4.8,95.4674157303371,19.6575196117335
90.8,194.0,66.2,1.7,2.9,3.4,11.6,89.3,17.5895419279413
76.3,184.0,58.3,2.7,18.0,0.2,3.4,73.4,17.2199905482042
95.9183516483517,196.0,102.1,3.3,15.2,0.7,6.8,95.4674157303371,26.5774677217826
92.8,181.0,108.2,2.8,19.3,0.9,9.5,86.0,33.0270748756143
72.3,206.0,67.5,2.6,1.8,3.1,6.0,72.4,15.9063059666321
81.3,207.0,66.5,3.1,12.7,4.2,5.6,78.8,15.5196153935915
82.7,184.0,54.2,2.9,6.7,0.4,8.7,81.6,16.0089792060492
75.3,182.0,83.9,3.1,7.4,4.0,11.2,73.5,25.3290665378577
77.5,179.0,135.6,3.0,17.2,5.8,4.8,72.1,42.3207765051028
79.7,188.0,70.4,2.0,9.9,2.3,10.9,75.8,19.9185151652331
79.9,199.0,110.4,0.3,0.7,5.6,7.8,78.9,27.8780838867705
84.8,172.0,91.0,2.2,0.2,0.5,4.5,85.1,30.7598702001082
82.1,210.880283410701,73.0,1.2,21.9,0.3,4.9,77.8,16.0902819105557
88.9,178.0,108.2,2.4,0.4,5.3,7.9,89.3,34.149728569625
82.9,190.0,56.7,1.7,16.0,3.9,4.8,80.8,15.7063711911357
84.6,165.0,112.7,4.6,2.9,0.3,2.0,86.8,41.3957759412305
86.4,170.0,63.3,1.7,0.1,0.7,11.0,86.4,21.9031141868512
87.8,180.0,82.3,0.8,5.5,4.4,5.0,86.8,25.4012345679012
86.3,173.0,76.8,3.6,9.5,1.7,12.4829548229548,84.4,25.6607303952688
79.9,180.0,105.4,2.4,2.0,4.1,6.5,79.6,32.5308641975309
81.1,161.0,59.4,3.6,4.6,0.5,8.1,83.9,22.9157825701169
73.6,174.0,73.3,4.1,13.9,0.7,10.9,73.3,24.2105958514995
88.0,189.0,107.7,2.5,21.3,0.3,7.3,88.1,30.1503317376333
77.8,200.0,109.3,1.4,6.9,0.6,4.9,75.6,27.325
93.2,160.0,98.0,3.3,20.8,0.4,9.1,88.2,38.28125
71.8,180.0,111.8,3.5,2.8,5.7,8.4,71.8,34.5061728395062
73.3,200.0,74.7,4.2,0.8,1.0,8.8,75.6,18.675
82.9,190.0,102.3,2.6,11.0,1.4,2.9,80.5,28.3379501385042
78.5,170.0,146.9,4.8,15.9,3.0,9.0,74.0,46.1016058693084
76.5,186.0,65.1,2.1,1.9,1.8,6.8,76.7,18.8172043010753
93.8,185.0,151.330941621886,2.6,5.9,0.0,4.9,91.3,45.054784514244
69.6,162.0,95.1,2.7,16.0,5.1,11.4,66.0,36.2368541380887
82.5,178.0,105.0,1.6,19.7,0.5,5.9,75.9,33.1397550814291
83.2,181.0,62.1,3.5,22.0,3.4,4.7,81.0,18.9554653398858
71.0,199.0,96.7,4.95212454212454,17.6,0.8,6.4,68.9,24.4185752885028
77.1,195.0,68.0,1.1,13.5,4.0,7.4,72.5,17.8829717291256
95.9183516483517,188.0,56.1,3.3,15.1,4.2,10.8,95.4,15.8725667722952
91.0,167.0,90.8,2.1,11.9,1.8,8.1,85.7,32.5576392125928
82.9,167.0,138.9,2.0,1.9,4.1,6.2,79.8,46.1016058693084
87.5,188.0,124.1,2.4,4.0,0.5,5.8,86.6,35.1120416478044
70.8,170.0,115.7,2.3,1.0,4.4,7.4,69.5,40.0346020761246
95.9183516483517,196.0,92.1,1.6,13.2,3.7,7.6,95.0,23.9743856726364
86.8,190.0,101.9,0.7,21.3,0.4,5.2,82.2,28.2271468144044
95.9183516483517,192.0,102.5,4.4,20.8,4.3,5.3,93.6,27.8049045138889
82.2,192.0,59.9,1.6,14.9,0.7,3.0,77.9,16.2489149305556
72.1,173.0,88.8,1.0,4.5,4.6,6.8,71.3,29.6702195195295
81.4,187.0,71.9,0.6,17.5,0.4,6.9,77.6,20.5610683748463
76.3,175.0,88.7,4.4,15.1,0.2,5.6,74.1,28.9632653061224
84.9,176.0,90.0,0.4,8.9,2.3,6.2,80.8,29.0547520661157
89.4,183.0,93.9,1.5,5.4,2.5,6.5,87.1,28.0390576010033
88.6,170.0,83.8,1.7,6.5,5.5,6.2,87.7,28.9965397923875
76.1,176.0,146.3,1.5,5.1,0.6,4.0,72.9,46.1016058693084
85.8,177.0,65.1,1.8,10.0,0.3,6.6,83.6,20.7794695011012
84.7,172.0,85.1,0.8,14.2,0.1,5.4,80.1,28.7655489453759
87.0,208.0,80.6,2.9,18.2,1.0,5.5,86.1,18.6298076923077
81.3,168.0,65.7,2.0,14.5,2.3,11.3,78.2,23.2780612244898
94.5,205.0,115.1,3.0,20.9,0.3,10.1,91.2,27.3884592504462
95.9183516483517,188.0,111.4,3.6,8.9,4.5,7.6,95.3,31.518786781349
81.9,196.0,106.1,2.1,10.9,0.1,8.1,80.2,27.6187005414411
80.2,179.0,133.6,3.9,6.6,3.5,9.2,80.2,41.6965762616647
75.4,167.0,89.1,3.9,11.8,5.2,6.9,73.5,31.9480798881279
84.4,181.0,50.5,2.5,14.7,1.0,6.0,80.8,15.4146698818717
85.7,182.0,89.6,3.1,0.0,5.6,4.7,86.3,27.0498732037194
86.6,177.0,92.5,1.7,21.2,4.1,8.2,77.9,29.5253598901976
95.7,190.0,77.0,1.3,17.8,0.5,7.4,91.6,21.3296398891967
82.2,192.0,133.3,1.8,20.6,2.1,7.3,76.4,36.1599392361111
79.3,180.0,82.0,4.1,19.3,0.9,1.7,78.2,25.3086419753086
80.9,173.0,92.4,1.4,0.7,0.5,8.4,81.0,30.8730662568078
79.8,170.0,114.8,2.2,18.9,0.3,11.7,73.6,39.7231833910035
92.1,184.0,64.7,2.5,12.0,1.9,3.7,91.3,19.1103497164461
84.9,191.0,115.9,1.3,16.4,4.0,5.0,79.6,31.7699624462049
84.9,197.0,109.5,4.95212454212454,20.7,0.6,7.8,83.4,28.215104743745
72.9,183.0,72.8,3.9,5.6,4.2,4.3,73.1,21.7384812923647
77.9,169.0,56.8,1.8,20.2,2.6,2.3,73.9,19.8872588494801
87.1,185.0,139.7,1.8,0.6,1.3,11.2,86.0,40.81811541271
84.1,167.0,104.1,1.2,7.0,2.0,3.3,80.8,37.3265445157589
80.5,174.0,123.8,1.6,21.2,5.2,11.8,73.5,40.8904743030783
77.8,205.0,71.5,3.6,6.3,1.4,11.2,78.3,17.0136823319453
80.6,206.0,60.8,0.9,11.2,0.5,7.3,78.4,14.3274578188331
79.0,192.0,87.9,3.6,5.2,3.9,8.3,79.4,23.8444010416667
83.6,183.0,83.1,2.9,11.3,0.4,8.1,83.2,24.8141180686195
87.1,208.0,51.9,1.7,3.5,2.3,3.7,86.2,11.9961168639053
83.7,193.0,113.9,3.9,3.8,3.4,11.2,82.6,30.5780020940159
83.9,194.0,93.8,3.0,8.1,1.4,4.3,84.0,24.9229461154214
74.9,190.0,133.9,1.8,21.4,0.4,10.2,67.0,37.0914127423823
76.2,175.0,81.4,2.2,20.2,4.6,6.1,72.5,26.5795918367347
76.4,180.0,76.0,4.3,13.5,3.8,3.2,73.7,23.4567901234568
84.2,169.0,134.8,1.9,11.2,3.9,9.0,78.8,46.1016058693084
86.7,192.0,90.7,4.6,0.3,0.6,8.7,90.0,24.6039496527778
70.7,183.0,56.9,4.6,3.9,3.4,8.0,72.2,16.9906536474663
84.4,193.0,112.1,3.1,11.9,2.4,6.9,83.2,30.094767644769
90.0,197.0,126.9,3.3,0.6,4.3,4.7,91.3,32.6986008400113
78.8,183.0,53.3,1.1,13.2,2.2,9.4,75.1,15.9156738033384
89.8,198.0,76.7,3.2,15.7,3.3,7.6,86.1,19.5643301703908
80.5,167.0,82.5,3.0,18.6,2.0,5.6,75.3,29.5815554519703
80.7,179.0,99.6,1.3,20.3,0.6,5.9,72.6,31.0851721232171
73.2,166.0,74.7,1.8,16.9,4.3,4.5,70.2,27.1084337349398
74.7,210.880283410701,87.7,3.6,14.6,0.6,6.7,71.3,19.5131719473122
95.9183516483517,188.0,132.9,2.3,6.1,0.4,5.4,94.3,37.6018560434586
81.8,200.0,131.4,1.3,7.0,2.3,6.8,79.4,32.85
72.1,186.0,78.6,3.3,15.3,0.5,5.0,67.6,22.7193895248006
84.6,189.0,65.1,2.6,10.6,5.3,9.2,81.1,18.2245737801293
78.3,158.0,65.9,4.1,2.0,4.8,5.4,79.2,26.39801313892
79.8,194.0,52.5,1.5,13.9,3.8,3.7,73.7,13.9494101392284
79.4,201.0,151.330941621886,2.2,6.3,2.5,7.2,77.5,37.8208460186629
68.6183516483517,188.0,84.6,2.8,13.2,0.1,5.0,64.8674157303371,23.936170212766
90.4,181.0,79.6,1.8,7.9,0.3,7.6,88.8,24.297182625683
68.6183516483517,197.0,85.0,2.7,21.3,5.5,7.2,64.8674157303371,21.9021361024505
82.4,169.0,74.0,2.3,7.0,3.6,7.5,81.3,25.9094569517874
84.9,163.0,88.2,2.0,1.6,5.9,7.9,84.4,33.1965824833453
71.3,175.0,114.1,3.0,8.0,1.2,3.7,69.4,37.2571428571428
84.7,195.0,77.2,1.2,2.0,1.2,8.2,83.9,20.3024326101249
88.4,162.0,83.3,1.5,16.1,0.4,2.2,85.7,31.7405883249505
92.9,176.0,128.0,2.4,9.6,0.5,7.6,90.0,41.3223140495868
81.3,190.0,106.1,1.3,2.6,1.2,7.7,81.0,29.3905817174515
79.7,182.0,128.7,4.3,0.1,3.8,4.0,78.5,38.8540031397174
87.4,204.0,92.8,2.0,14.9,5.7,7.7,83.2,22.2991157247213
87.4,184.0,61.5,1.3,10.9,1.3,11.2,84.1,18.1651701323251
77.2,197.0,54.9,1.6,7.5,0.6,2.8,75.3,14.1462032002886
92.6,181.0,87.8,4.0,0.6,3.7,4.9,95.1,26.8001587253136
90.7,190.0,95.2,2.1,1.5,0.8,7.0,90.9,26.3711911357341
68.6183516483517,182.0,56.3,2.5,0.4,1.2,3.6,69.2,16.9967395242121
95.9183516483517,189.0,121.0,3.1,19.7,1.3,11.2,95.2,33.8736317572296
88.7,200.0,59.0,1.4,0.1,2.0,10.5,88.1,14.75
75.8,210.880283410701,54.7,3.6,13.0,0.6,8.5,73.3,11.9442746091362
68.6183516483517,191.0,83.6,3.8,3.7,0.7,4.6,70.3,22.9160384857871
85.0,180.0,102.0,2.7,7.3,0.4,8.4,83.8,31.4814814814815
80.1,193.0,68.7,0.8,9.3,0.2,7.0,77.6,18.443448146259
80.1,172.0,60.2,0.2,19.5,1.0,7.0,74.6,20.3488372093023
83.1,167.0,98.5,2.9,0.9,0.6,4.9,84.8,35.31858438811
85.7,193.0,95.3,2.9,8.1,0.6,10.1,85.5,25.5845794517974
81.4,201.0,151.330941621886,3.9,0.1,4.4,5.4,82.5,39.9742580629192
78.3,177.0,69.2,2.0,1.5,2.1,4.2,79.2,22.0881611286667
75.4,168.0,86.7,2.7,11.2,2.2,6.6,70.7,30.718537414966
95.9183516483517,178.0,61.3,1.3,15.3,1.4,6.6,93.7,19.3473046332534
78.4,192.0,103.9,4.7,16.9,4.0,4.7,76.4,28.1846788194444
83.7,183.0,91.4,1.6,6.0,0.7,4.3,82.7,27.2925438203589
80.0,167.0,91.6,1.7,4.9,1.2,11.0,78.4,32.8444906593998
83.9,172.0,66.8,0.3,7.3,0.5,5.6,81.4,22.5797728501893
87.7,192.0,59.8,0.7,21.9,0.9,5.2,81.6,16.2217881944444
84.2,191.0,70.9,3.8,8.2,0.4,8.5,85.7,19.4347742660563
88.0,187.0,95.1,2.3,4.5,1.4,4.3,87.8,27.1955160284824
77.3,157.0,54.1,2.3,19.4,5.1,12.2,71.7,21.9481520548501
78.6,194.0,80.5,1.5,9.7,5.0,6.2,78.1,21.3890955468169
85.5,188.0,75.9,2.1,17.5,3.6,11.2,81.8,21.474649162517
81.9,184.0,103.0,3.0,16.4,0.7,5.8,79.5,30.4229678638941
83.8,199.0,114.6,2.3,5.6,5.0,11.0,83.7,28.9386631650716
72.5,197.0,121.3,1.2,21.4,0.5,3.9,67.5,31.255636579144
81.8,163.0,68.3,2.3,13.2,0.4,6.2,79.7,25.7066506078513
70.9,187.0,141.8,3.3,10.2,0.5,3.7,69.3,40.5502016071377
79.2,203.0,59.7,1.4,17.2,0.8,5.2,75.0,14.4871265985586
95.9183516483517,189.0,104.1,1.4,9.5,2.3,8.8,93.8,29.1425212060133
83.4,180.0,73.8,0.2,8.4,1.6,5.6,79.7,22.7777777777778
73.0,185.0,52.3,4.7,0.0,0.1,8.3,75.7,15.2812271731191
95.9183516483517,192.0,130.3,0.9,20.1,0.9,7.9,95.4674157303371,35.3461371527778
78.7,166.0,111.3,1.0,1.9,0.6,3.3,77.2,40.3904775729424
86.3,208.0,78.2,2.7,0.1,2.2,5.4,87.5,18.075073964497
77.8,170.0,86.4,2.0,9.2,2.5,10.8,76.3,29.8961937716263
79.3,172.0,80.3,2.3,11.2,5.2,4.6,77.1,27.1430502974581
85.6,190.0,66.2,3.9,0.3,1.6,4.8,87.3,18.3379501385042
82.4,189.0,124.2,3.4,16.1,0.6,6.7,79.0,34.7694633408919
82.4,188.0,81.1,2.3,14.9,1.3,5.8,78.5,22.9459031235853
95.9183516483517,187.0,61.9,1.4,18.8,3.7,6.1,92.9,17.7013926620721
85.8,190.0,108.1,1.3,6.1,1.3,10.7,84.0,29.9445983379501
80.3,173.0,62.2,2.8,19.5,1.9,7.1,75.9,20.7825186274182
77.1,176.0,52.3,2.6,7.9,0.4,3.9,76.6,16.8840392561983
95.9183516483517,177.0,114.3,1.4,14.9,0.4,8.1,95.4674157303371,36.4837690318874
83.2,156.880283410701,128.7,1.4,3.5,3.3,8.6,78.4,46.1016058693084
95.9183516483517,185.0,93.3,2.0,17.5,0.4,7.2,95.4674157303371,27.2607742878013
79.3,200.0,115.1,2.4,3.7,4.8,10.7,78.5,28.775
84.9,201.0,104.8,1.6,4.5,0.4,2.8,84.8,25.9399519813866
71.3,202.0,95.4,3.0,1.3,3.3,6.1,71.5,23.3800607783551
93.6,176.0,61.1,0.4,8.7,4.7,3.7,90.0,19.7249483471074
87.4,190.0,76.3,2.7,0.1,0.2,5.8,89.0,21.1357340720222
87.0,188.0,102.7,1.5,5.5,4.0,4.2,85.8,29.0572657311
71.6,210.880283410701,151.330941621886,2.9,8.5,3.0,5.0,69.9,33.9879653507902
92.6,179.0,84.8,1.8,16.8,1.9,6.0,89.5,26.4660903217752
93.3,181.0,72.1,2.7,20.4,5.5,8.2,85.3,22.0078752174842
85.9,199.0,143.5,3.4,22.1,1.6,3.2,80.4,36.236458675286
90.3,170.0,101.8,2.6,10.0,1.0,12.4829548229548,88.6,35.2249134948097
78.5,174.0,85.6,3.0,2.4,0.6,7.5,80.6,28.2732197119831
82.9,177.0,63.9,2.1,7.5,0.3,3.6,82.5,20.3964378052284
68.6183516483517,201.0,68.4,2.5,11.9,0.3,10.4,64.8674157303371,16.9302740031187
73.1,181.0,77.1,2.5,9.1,0.9,3.0,71.6,23.5340801562834
78.4,167.0,54.4,4.0,5.1,4.8,2.5,77.1,19.505898382875
88.5,183.0,52.6,1.7,6.5,0.7,12.2,86.4,15.706649944758
78.8,182.0,70.7,1.2,0.4,4.5,9.6,77.9,21.3440405748098
78.2,176.0,96.7,4.95212454212454,15.2,0.8,6.2,77.8,31.2177169421488
83.5,177.0,68.7,1.6,0.9,0.2,3.5,84.6,21.9285645887197
88.8,163.0,117.6,1.1,4.7,0.4,12.3,85.1,44.2621099777937
68.6183516483517,178.0,83.5,2.1,15.6,0.5,8.7,64.8674157303371,26.3539957076127
95.9183516483517,172.0,112.1,2.4,2.5,2.2,8.3,95.4674157303371,37.8921038399135
78.4,205.0,99.0,2.2,0.2,5.0,10.5,77.6,23.5574063057704
79.6,174.0,100.9,1.6,19.6,0.3,6.2,73.1,33.3267274408773
68.6183516483517,185.0,63.4,2.2,5.4,2.1,2.5,65.9,18.5244704163623
76.8,196.0,81.8,2.3,1.6,0.5,4.8,77.6,21.2932111620158
80.9,180.0,107.9,3.2,0.4,0.8,6.2,80.3,33.3024691358025
95.9183516483517,205.0,71.1,1.7,5.3,2.0,4.3,95.4674157303371,16.918500892326
95.9183516483517,198.0,78.7,2.3,19.4,0.8,6.5,95.4674157303371,20.0744821956943
71.2,192.0,89.7,2.8,3.0,5.2,6.9,69.6,24.3326822916667
87.4,182.0,99.2,2.3,3.4,5.7,3.2,87.1,29.9480739041179
77.3,186.0,87.6,1.1,0.4,3.7,7.2,77.1,25.3208463406174
73.6,194.0,108.2,1.2,21.0,4.7,3.7,69.2,28.7490700393241
80.9,207.0,63.1,3.9,0.8,0.6,4.4,83.6,14.72613129828
68.6183516483517,174.0,74.4,4.95212454212454,0.0,0.5,2.8,68.6,24.5739199365834
95.9183516483517,195.0,151.330941621886,2.1,6.7,0.6,7.7,95.4674157303371,41.4727153188692
95.0,179.0,58.6,2.5,6.8,1.6,4.8,95.4674157303371,18.2890671327362
79.7,200.0,60.9,0.4,9.9,4.6,6.7,74.9,15.225
90.5,186.0,84.8,2.5,3.0,1.4,4.9,91.1,24.5115042201411
84.8,198.0,88.4,4.5,2.4,0.2,6.7,86.8,22.5487195184165
78.6,193.0,89.4,1.5,15.6,1.7,5.0,72.2,24.000644312599
91.0,191.0,76.5,1.4,0.1,0.6,5.6,91.7,20.9698199062526
68.6183516483517,194.0,81.3,2.4,2.8,0.3,6.7,67.9,21.6016579870337
80.0,190.0,109.0,3.0,5.5,0.4,10.9,79.0,30.1939058171745
91.0,171.0,133.8,2.1,11.8,0.3,6.6,86.8,45.7576690263671
71.3,162.0,151.330941621886,1.7,10.1,0.4,2.6,64.8674157303371,46.1016058693084
88.8,178.0,62.6,4.5,0.0,0.7,4.5,92.2,19.757606362833
81.5,185.0,151.330941621886,1.3,0.3,5.0,4.3,77.5,44.5288531775018
80.9,183.0,103.3,1.8,6.7,0.3,1.0,80.5,30.8459494162262
84.5,199.0,92.2,2.5,13.1,4.7,0.9,80.8,23.282240347466
86.8,183.0,151.330941621886,3.3,0.5,1.0,4.7,85.8,46.1016058693084
69.2,175.0,52.0,2.7,21.9,0.5,8.4,65.6,16.9795918367347
77.3,158.0,88.8,1.5,0.0,1.2,7.4,77.3,35.5712225604871
82.4,169.0,128.4,0.5,18.0,3.8,8.3,74.7,44.9564090893176
95.9183516483517,185.0,76.3,2.3,0.2,5.1,5.3,95.4674157303371,22.2936449963477
79.9,165.0,105.5,1.6,9.5,0.6,7.8,76.8,38.7511478420569
86.8,197.0,110.7,0.1,0.1,6.0,3.6,84.3,28.5243113710737
79.1,193.0,100.2,2.3,10.4,1.5,4.7,77.1,26.9000510080808
89.1,192.0,80.7,0.3,6.0,4.8,5.4,87.9,21.8912760416667
74.2,166.0,117.0,3.4,1.9,0.3,10.1,73.0,42.4589925968936
88.4,178.0,66.3,0.1,19.0,4.8,4.7,83.4,20.9253882085595
72.8,208.0,65.4,2.5,6.6,0.9,3.7,73.6,15.1164940828402
86.9,196.0,82.0,2.4,19.5,1.0,9.2,80.0,21.3452728029988
74.0,197.0,68.1,1.5,15.3,0.5,2.1,71.7,17.5474761009044
79.4,172.0,114.6,2.4,0.1,1.1,6.6,79.4,38.7371552190373
83.6,159.0,119.1,2.2,0.6,1.7,9.7,81.7,46.1016058693084
89.5,191.0,127.1,2.3,0.3,1.2,10.1,89.1,34.8400537265974
88.8,170.0,85.6,0.2,13.6,4.6,4.5,83.4,29.6193771626298
79.8,188.0,141.3,4.2,17.6,0.6,8.4,75.9,39.9784970574921
70.8,178.0,120.4,3.5,17.1,4.0,8.4,64.8674157303371,38.0002524933721
75.0,175.0,86.5,1.0,2.9,1.6,8.3,73.6,28.2448979591837
76.5,193.0,57.3,2.0,13.3,3.0,6.8,73.3,15.3829633010282
68.6183516483517,185.0,64.2,1.9,2.3,0.3,12.4829548229548,66.3,18.7582176771366
68.6183516483517,208.0,92.0,2.5,5.9,2.2,8.4,64.8674157303371,21.2647928994083
70.5,186.0,98.3,0.8,8.7,0.8,6.1,66.5,28.4136894438663
84.1,202.0,113.8,1.0,7.1,5.8,12.4829548229548,82.2,27.8894226056269
76.8,163.0,67.8,1.7,17.2,2.6,3.9,71.1,25.5184613647484
78.9,162.0,107.2,1.7,2.3,0.1,9.9,77.1,40.8474317939338
78.7,185.0,106.5,2.2,13.2,0.1,2.9,76.5,31.1176040905771
83.3,188.0,133.8,4.2,18.8,1.2,2.2,82.5,37.856496152105
71.9,195.0,98.9,3.0,5.5,1.9,5.6,72.1,26.0092044707429
83.2,168.0,92.9,2.8,15.5,0.3,9.3,79.0,32.9152494331066
77.2,172.0,56.3,0.8,21.7,0.6,9.5,74.3,19.0305570578691
75.6,193.0,127.9,2.9,1.1,1.9,9.1,76.9,34.3364922548256
88.4,177.0,98.3,1.5,14.3,1.1,7.5,83.9,31.3766797535829
75.8,181.0,98.8,1.4,9.9,0.1,3.7,74.0,30.1578095906718
82.7,176.0,59.7,2.0,8.9,2.3,3.8,80.5,19.2729855371901
82.7,159.0,84.0,3.5,0.1,0.7,7.2,82.7,33.2265337605316
80.2,169.0,84.9,3.4,12.3,0.5,3.8,80.3,29.7258499352264
90.4,164.0,97.1,2.2,0.5,4.5,4.7,89.8,36.1020226055919
82.6,188.0,63.1,3.6,15.0,0.2,1.0,80.1190017729426,17.8531009506564
93.3,188.0,72.1,2.3,17.1,0.4,4.3,89.3,20.3995020371209
85.1,170.0,138.8,1.2,0.2,1.2,4.6,82.7,46.1016058693084
92.5,187.0,83.9,1.8,6.0,0.9,4.6,91.6,23.9926792301753
84.3,184.0,99.5,2.7,21.2,2.1,6.9,80.8,29.3891776937618
95.9183516483517,207.0,76.6,1.2,0.7,0.2,8.5,95.4674157303371,17.8767299120166
83.0,201.0,70.4,1.6,17.0,4.6,11.5,80.2,17.4253112546719
92.0,186.0,75.7,1.7,14.8,0.8,5.0,89.3,21.8811423285929
87.2,166.0,81.5,2.5,0.2,0.3,7.1,87.8,29.5761358687763
82.0,170.0,65.2,2.1,16.1,0.4,9.7,79.2,22.560553633218
86.2,187.0,77.8,4.95212454212454,6.1,0.5,11.6,88.8,22.248277045383
86.4,181.0,63.9,4.95212454212454,14.3,3.3,5.9,84.5,19.5048991178535
89.8,168.0,52.8,1.5,0.1,5.2,11.0,90.4,18.7074829931973
81.2,177.0,104.6,2.3,15.6,5.7,4.0,73.9,33.3875961569153
89.2,162.0,88.6,1.6,13.2,0.7,7.1,86.7,33.7600975461058
82.3,193.0,77.8,4.1,11.9,4.5,3.5,82.9,20.8864667507853
83.7,188.0,64.6,2.3,15.0,0.3,8.1,79.7,18.2775011317338
77.7,167.0,100.4,1.4,10.0,4.0,5.3,74.2,35.9998565742766
83.3,177.0,107.8,2.1,20.7,0.8,11.2,78.7,34.4090140125762
83.1,192.0,95.8,1.6,6.3,1.2,9.6,80.8,25.9874131944444
77.2,196.0,92.1,2.8,1.8,0.9,5.1,78.1,23.9743856726364
84.8,202.0,66.7,3.4,20.5,0.5,8.2,79.4,16.3464366238604
85.4,201.0,107.8,1.4,20.0,4.7,8.6,79.9,26.6825078587164
83.2,173.0,74.9,1.3,0.3,2.3,9.4,82.3,25.0258946172609
86.5,181.0,87.0,1.4,3.5,4.1,3.7,85.5,26.5559659351058
77.5,193.0,89.1,1.8,1.2,1.3,5.0,78.2,23.9201052377245
86.4,184.0,107.5,3.9,17.1,1.7,12.4829548229548,81.9,31.7521266540643
76.1,185.0,88.7,2.2,3.9,0.6,4.3,76.6,25.9167275383492
73.5,187.0,73.7,3.2,12.9,1.0,9.0,70.4,21.0758100031456
87.3,201.0,88.2,4.8,11.0,4.5,6.1,84.5,21.8311427934952
76.6,189.0,88.0,1.7,15.3,0.4,8.1,74.5,24.6353685507125
81.8,160.0,79.7,3.5,11.6,2.3,4.8,80.5,31.1328125
75.5,200.0,117.1,4.3,12.6,3.1,7.9,72.9,29.275
91.2,174.0,51.8,4.2,1.7,1.2,9.9,95.4674157303371,17.1092614612234
80.7,210.880283410701,75.5,1.7,14.0,0.2,6.1,79.3,16.641318962287
85.4,186.0,57.2,1.7,19.4,0.7,7.2,81.9,16.5337033183027
81.4,180.0,135.1,2.9,4.4,3.6,7.8,79.6,41.6975308641975
81.2,167.0,61.8,4.5,4.4,0.3,10.0,83.3,22.1592742658396
77.1,178.0,66.3,1.5,21.7,1.3,7.7,72.8,20.9253882085595
95.9183516483517,182.0,69.7,1.8,16.2,1.3,2.5,95.4674157303371,21.0421446685183
78.5,180.0,107.4,1.1,19.5,5.4,6.2,69.9,33.1481481481481
81.4,160.0,87.2,3.5,0.0,0.0,3.7,84.8,34.0625
69.5,188.0,87.2,2.3,4.5,1.3,6.1,69.2,24.6717971933001
75.9,210.880283410701,60.7,1.7,0.7,2.4,5.5,76.7,13.3791796160374
71.7,177.0,110.0,0.1,19.9,5.9,4.5,64.8674157303371,35.1112387883431
84.7,175.0,124.5,0.5,0.2,0.4,2.9,83.3,40.6530612244898
80.8,186.0,70.6,2.6,3.6,2.1,6.8,79.9,20.4069834662967
80.3,200.0,88.0,2.1,4.7,1.4,8.4,80.2,22.0
89.5,200.0,79.4,0.7,6.3,3.1,3.0,88.1,19.85
79.4,200.0,107.8,1.8,0.3,0.5,5.8,79.7,26.95
85.2,194.0,74.4,1.3,19.6,4.6,8.1,78.6,19.7683069401637
68.6183516483517,210.880283410701,100.9,0.7,11.5,0.5,6.0,64.8674157303371,22.2398554078776
77.3,195.0,83.9,1.7,15.7,1.1,10.7,73.8,22.0644312952005
88.5,169.0,120.4,2.6,0.3,1.6,6.0,88.0,42.1553867161514
74.8,183.0,123.2,2.3,13.8,2.26455788959453,8.1,70.4,36.7881991101556
91.8,199.0,80.3,2.8,11.2,5.3,4.5,90.6,20.277265725613
74.7,210.880283410701,62.7,1.4,6.7,1.2,2.5,73.6,13.8200092574225
79.4,173.0,67.9,1.7,2.3,1.3,9.8,79.4,22.6870259614421
95.9183516483517,184.0,51.8,2.4,14.5,0.8,4.3,94.0,15.3000945179584
89.2,199.0,135.0,1.4,2.5,1.1,10.6,88.2,34.0900482311053
84.0,196.0,69.3,2.6,6.8,3.8,8.7,82.2,18.0393586005831
68.6183516483517,194.0,151.330941621886,4.4,18.3,0.8,3.4,64.8674157303371,41.3965352322245
92.1,195.0,142.5,2.3,20.9,0.7,6.3,86.8,37.4753451676529
74.9,172.0,100.7,1.9,0.3,2.7,8.2,74.6,34.0386695511087
78.6,184.0,109.5,3.6,7.9,2.4,5.2,77.8,32.3428638941399
77.7,201.0,100.2,2.8,21.8,0.3,3.3,77.1,24.8013663028143
77.4,197.0,76.3,3.6,1.1,0.3,3.6,80.9,19.6603880543173
82.9,160.0,93.4,1.7,14.4,5.1,4.7,78.5,36.484375
77.2,192.0,86.0,1.8,4.1,0.3,2.6,76.2,23.3289930555556
84.6,184.0,132.5,2.5,11.9,0.9,9.9,79.4,39.1363421550095
72.6,172.0,85.0,1.7,15.3,3.9,3.0,68.7,28.7317468902109
95.9183516483517,185.0,72.6,1.9,0.4,4.2,4.0,95.4674157303371,21.2125639152666
82.3,173.0,151.330941621886,2.7,0.1,5.0,6.2,80.3,46.1016058693084
85.0,180.0,133.7,2.1,10.6,1.9,9.2,80.7,41.2654320987654
